transaction_id,account_id,timestamp,amount,txn_type,category,channel,is_fraud
TXN1018022,ACC204026,2025-08-01 23:34:37.367896080,65.25,Credit,Groceries,Mobile App,0
TXN1066305,ACC201508,2025-06-04 23:23:25.459402561,740.31,Credit,Online Shopping,POS,0
TXN1060973,ACC202488,2024-10-31 17:29:54.046195984,38.22,Debit,Restaurant,POS,0
TXN1111589,ACC201032,2025-11-30 16:05:55.482274294,108.81,Debit,Withdrawal,Branch,0
TXN1020596,ACC206768,2024-10-06 08:29:42.861253738,55.81,Debit,Entertainment,Branch,0
TXN1021327,ACC200970,2024-11-18 05:59:12.827536106,1487.89,Debit,Transfer,POS,0
TXN1061758,ACC203781,2024-03-30 11:56:07.779289961,227.52,Credit,Utilities,Branch,0
TXN1008368,ACC203744,2024-06-09 16:56:13.816767931,93.44,Debit,Deposit,Online,0
TXN1116985,ACC202190,2024-04-25 11:47:41.271547794,181.15,Debit,Entertainment,Branch,0
TXN1077717,ACC200042,2025-07-05 02:30:14.430297375,95.35,Credit,Groceries,POS,0
TXN1098048,ACC200842,2025-05-11 03:41:09.707451344,280.27,Credit,,Online,0
TXN1022083,ACC203113,2025-11-15 10:01:18.679163694,1668.1,Debit,Insurance,Online,0
TXN1021406,ACC200146,2026-06-08 05:03:28.511546373,80.83,Credit,Groceries,ATM,0
TXN1017892,ACC204897,2025-07-24 04:47:43.691458702,,Debit,Salary,ATM,0
TXN1056475,ACC203398,2025-05-10 02:08:08.488299608,446.03,Debit,Utilities,Branch,0
TXN1081995,ACC203312,2024-07-29 12:12:28.640542746,181.84,Debit,Fuel,POS,0
TXN1064851,ACC206816,2024-04-09 20:44:01.506098986,87.54,Debit,Fuel,ATM,0
TXN1113461,ACC201784,2025-03-06 02:29:33.503117799,325.53,Debit,Entertainment,Online,0
TXN1000123,ACC203265,2024-09-07 10:14:41.681576967,466.09,Debit,Loan Repayment,POS,0
TXN1011981,ACC205874,2024-05-25 16:33:18.470198631,79.28,Debit,Salary,Branch,0
TXN1018557,ACC206734,2025-05-14 22:56:03.029000282,236.17,Debit,Deposit,ATM,0
TXN1078011,ACC201422,2024-10-05 23:37:18.776637554,438.96,Debit,Withdrawal,Mobile App,0
TXN1087211,ACC203993,2025-07-03 22:38:42.239045382,917.22,Debit,Medical,Online,0
TXN1053497,ACC202207,2024-03-22 15:03:28.080392599,4408.24,Credit,Groceries,Mobile App,0
TXN1023531,ACC206146,2025-02-03 13:17:17.645136833,195.15,Debit,Utilities,Mobile App,0
TXN1115158,ACC201416,2024-06-18 04:37:28.490219831,285.91,Debit,Fuel,POS,0
TXN1014971,ACC202122,2025-11-04 15:38:12.827594995,220.76,Debit,Loan Repayment,Branch,0
TXN1110782,ACC202448,2024-02-07 11:04:51.370569706,269.92,Credit,Utilities,ATM,0
TXN1116167,ACC202460,2025-03-29 20:52:47.200992584,437.36,Debit,Restaurant,ATM,0
TXN1015420,ACC203120,2024-01-25 04:54:49.560718298,1256.32,Credit,Withdrawal,Online,0
TXN1099303,ACC204011,2025-07-14 07:24:56.329459190,226.61,Credit,Transfer,POS,0
TXN1050248,ACC202472,2024-05-13 09:50:28.297733307,408.34,Debit,Restaurant,ATM,0
TXN1003996,ACC204666,2024-12-29 20:59:36.755619526,280.99,Debit,Insurance,POS,0
TXN1021847,ACC204382,2024-11-25 09:59:35.014963627,-411.42,Debit,,Mobile App,0
TXN1073921,ACC200779,2024-09-30 20:40:26.060217142,60.84,Debit,Loan Repayment,Online,0
TXN1076353,ACC200620,2025-05-27 05:55:16.104424000,353.83,Debit,Salary,Mobile App,0
TXN1011516,ACC206710,2026-03-06 14:32:58.844923258,320.47,Credit,Rent,Branch,0
TXN1108247,ACC203895,2024-04-13 08:15:41.370690346,142.54,Credit,,Mobile App,0
TXN1052848,ACC202882,2025-04-21 19:56:50.257196425,180.75,Debit,Entertainment,Online,0
TXN1066678,ACC206504,2025-07-24 19:54:52.855963707,500.04,Credit,Medical,POS,0
TXN1081691,ACC204573,2026-06-14 13:34:42.277715206,1324.67,Credit,Withdrawal,POS,0
TXN1064280,ACC200800,2025-11-22 06:18:38.361768007,605.85,Debit,Deposit,ATM,0
TXN1083426,ACC201756,2026-02-23 13:45:18.763641119,60.17,Debit,Entertainment,Branch,0
TXN1038048,ACC201059,2025-08-20 11:46:54.063838243,115.75,Debit,Online Shopping,ATM,0
TXN1014437,ACC201091,2025-09-08 21:41:43.779882908,304.51,Debit,Fuel,POS,0
TXN1089819,ACC204982,2024-05-20 12:50:41.469575405,252.8,Debit,Fuel,Online,0
TXN1075704,ACC201830,2024-08-29 15:28:53.258642673,70.81,Debit,Salary,POS,0
TXN1048106,ACC203727,2025-02-16 01:31:38.461711645,163.63,Debit,Utilities,Branch,0
TXN1054349,ACC204292,2024-09-14 20:08:30.661963701,380.1,Credit,Online Shopping,POS,0
TXN1075879,ACC205122,2026-02-04 03:19:23.009669065,317.73,Debit,Deposit,ATM,0
TXN1094221,ACC200172,2025-09-08 21:54:36.260644197,73.14,Credit,Online Shopping,ATM,0
TXN1118687,ACC202793,2025-06-18 01:57:53.793705225,2498.5528290730626,Credit,Loan Repayment,ATM,1
TXN1049017,ACC202161,2024-05-04 08:21:06.309488773,50.84,Debit,Loan Repayment,Mobile App,0
TXN1112369,ACC204540,2024-07-21 11:28:23.844779730,344.4,Credit,,Online,0
TXN1048231,ACC202657,2025-06-27 17:58:45.080696821,289.04,Debit,Restaurant,POS,0
TXN1099074,ACC203617,2025-11-14 18:20:12.066007136,87.88,Credit,Medical,Branch,0
TXN1022068,ACC204730,2025-03-29 14:14:41.387293816,197.86,Credit,Online Shopping,Mobile App,0
TXN1087332,ACC206161,2025-06-28 18:58:10.998629332,158.25,Debit,Withdrawal,POS,0
TXN1018207,ACC201560,2025-07-12 13:57:42.858440399,205.27,Debit,Insurance,Branch,0
TXN1080981,ACC201250,2024-07-07 19:31:00.891097307,303.75,Debit,Utilities,Mobile App,0
TXN1060478,ACC206557,2025-09-24 15:55:43.814979315,173.38,Debit,Transfer,Branch,0
TXN1091463,ACC201662,2025-12-07 00:21:00.560732603,89.34,Credit,Groceries,POS,0
TXN1080824,ACC204702,2024-09-21 08:59:48.830758095,241.88,Credit,Online Shopping,Branch,0
TXN1072541,ACC203024,2025-09-07 09:18:10.018128395,122.95,Debit,Deposit,Branch,0
TXN1080215,ACC200998,2024-11-07 02:45:21.976810694,46.03,Debit,,Online,0
TXN1081982,ACC206889,2026-07-08 03:12:55.462986469,594.07,Debit,Medical,Mobile App,0
TXN1099631,ACC206796,2025-09-29 16:06:42.632056713,61.93,Credit,Groceries,POS,0
TXN1003225,ACC203652,2025-09-14 02:39:09.104300737,224.34,Debit,Restaurant,Branch,0
TXN1094935,ACC202890,2025-05-01 02:19:12.249363661,341.14,Debit,Salary,Branch,0
TXN1060960,ACC202989,2026-07-15 23:23:43.201117277,117.77,Debit,Insurance,Mobile App,0
TXN1000537,ACC203844,2024-08-05 07:03:56.715110302,74.85,Debit,Utilities,POS,0
TXN1037976,ACC203270,2024-11-09 05:11:04.648857117,1168.15,Debit,Restaurant,Mobile App,0
TXN1025909,ACC203225,2025-01-22 00:11:35.121227026,431.32,Debit,Groceries,POS,0
TXN1001874,ACC204551,2024-03-15 23:25:40.488962889,545.2,Credit,Utilities,Online,0
TXN1012976,ACC203001,2025-06-04 07:03:53.043211460,594.96,Debit,Insurance,Mobile App,0
TXN1039675,ACC200028,2025-12-19 05:11:01.686213493,456.3,Debit,Online Shopping,POS,0
TXN1074990,ACC206332,2024-01-30 13:48:30.813436985,290.57,Debit,Deposit,Mobile App,0
TXN1050057,ACC201108,2024-05-21 16:06:55.618883848,59.97,Credit,Groceries,Mobile App,0
TXN1058176,ACC200104,2025-08-12 19:41:00.485054255,190.13,Debit,Insurance,Branch,0
TXN1081207,ACC200078,2025-10-13 14:24:42.898450851,1368.38,Credit,Transfer,Mobile App,0
TXN1057140,ACC200517,2024-03-23 11:38:34.053813457,251.86,Credit,Rent,Branch,0
TXN1112412,ACC200911,2025-05-21 09:45:15.218867779,124.55,Debit,Withdrawal,ATM,0
TXN1095895,ACC201208,2024-03-08 22:12:58.247938871,-232.61,Debit,Groceries,Branch,0
TXN1015762,ACC205236,2024-06-06 01:49:40.495388031,109.48,Credit,Insurance,Branch,0
TXN1045840,ACC203061,2024-09-11 07:41:56.568213701,581.8790688499038,Debit,Withdrawal,POS,1
TXN1008078,ACC201298,2025-01-26 17:34:44.849460602,529.09,Debit,Insurance,POS,0
TXN1070502,ACC202167,2024-11-20 04:43:26.200334549,83.07,Debit,Rent,Branch,0
TXN1089308,ACC205804,2025-12-09 02:55:31.663031101,429.63,Credit,Loan Repayment,Branch,0
TXN1087789,ACC204826,2025-10-23 23:42:27.484340906,86.42,Debit,Education,Mobile App,0
TXN1043001,ACC206366,2026-04-21 08:29:36.464107513,1485.43,Credit,Deposit,Mobile App,0
TXN1113707,ACC206781,2026-06-10 16:11:31.600348473,40.73,Debit,Withdrawal,Mobile App,0
TXN1053809,ACC201699,2025-03-26 20:29:21.091271400,1011.95,Debit,Deposit,Mobile App,0
TXN1083687,ACC205863,2025-09-23 23:47:21.413775921,187.7,Debit,Medical,Branch,0
TXN1069235,ACC204911,2026-06-10 18:36:41.579410076,159.69,Debit,Groceries,POS,0
TXN1031568,ACC206694,2024-04-10 23:14:12.825126171,1113.18,Credit,Withdrawal,Branch,0
TXN1099572,ACC200324,2026-04-07 06:59:05.527420282,60.59,Debit,Education,POS,0
TXN1012295,ACC201006,2024-09-30 06:16:46.646238327,59.97,Credit,Utilities,Mobile App,0
TXN1102207,ACC203116,2025-07-18 19:54:48.399414062,417.86,Debit,Insurance,POS,0
TXN1067106,ACC200679,2025-11-09 12:41:21.665416956,1046.5,Credit,Loan Repayment,ATM,0
TXN1022866,ACC204084,2025-12-02 11:41:01.369539499,1402.8,Credit,Entertainment,Online,0
TXN1090469,ACC203429,2024-02-22 00:55:13.840224981,2040.75,Credit,Utilities,POS,0
TXN1025405,ACC203736,2025-11-13 05:05:29.726731300,56.28,Debit,Deposit,ATM,0
TXN1067476,ACC202837,2024-05-04 21:59:32.504254818,657.12,Credit,Entertainment,Branch,0
TXN1096241,ACC202110,2026-04-24 08:50:40.192531109,622.2,Debit,Salary,Online,0
TXN1012306,ACC204517,2025-09-18 01:21:53.438707352,1336.97,Debit,Withdrawal,ATM,0
TXN1040619,ACC203651,2025-03-15 22:51:32.707323790,452.95,Debit,Insurance,POS,0
TXN1018665,ACC203154,2025-05-29 02:43:46.051299095,114.33,Credit,Deposit,Mobile App,0
TXN1013878,ACC203076,2024-12-15 13:42:32.043286085,413.39,Debit,Transfer,ATM,0
TXN1041763,ACC205454,2026-05-07 02:13:10.162963390,237.38,Debit,Education,Mobile App,0
TXN1104469,ACC200061,2026-06-11 18:08:08.560052395,341.28,Credit,Medical,Branch,0
TXN1082036,ACC200635,2025-09-23 06:10:59.444520473,468.83,Credit,Fuel,POS,0
TXN1028223,ACC206379,2025-08-08 01:38:19.151551723,45.39,Debit,Withdrawal,Online,0
TXN1012398,ACC201205,2024-12-18 13:09:05.560352802,20.81,Debit,Loan Repayment,Branch,0
TXN1081863,ACC205446,2026-03-07 08:36:48.793205500,1252.9,Credit,Medical,POS,0
TXN1023353,ACC200840,2024-12-01 00:15:06.889366865,53.0,Debit,Medical,Online,0
TXN1076760,ACC205926,2024-10-22 17:24:06.013104200,152.44,Debit,Entertainment,Branch,0
TXN1108757,ACC205172,2026-07-27 03:17:44.893780470,1065.98,Debit,Education,Mobile App,0
TXN1084632,ACC203340,2024-04-13 19:26:20.569871426,633.8,Credit,Entertainment,Online,0
TXN1100195,ACC201392,2024-12-18 13:40:05.308522463,144.82,Credit,Insurance,Online,0
TXN1043900,ACC203878,2024-09-05 19:28:09.753781557,112.21,Credit,Loan Repayment,ATM,0
TXN1037153,ACC205737,2025-05-22 20:56:59.477147579,52.62,Credit,Utilities,Mobile App,0
TXN1076755,ACC205402,2026-06-24 10:17:03.563241959,95.74,Debit,Utilities,Branch,0
TXN1028753,ACC203645,2025-09-01 23:24:35.084455967,192.2,Debit,Medical,Mobile App,0
TXN1071361,ACC201730,2025-01-29 03:01:40.552232981,,Debit,Utilities,Mobile App,0
TXN1066294,ACC200254,2026-07-02 00:55:59.814805508,494.7,Debit,Entertainment,Branch,0
TXN1008647,ACC204120,2024-07-21 07:23:44.104681492,146.02,Debit,,ATM,0
TXN1010848,ACC201184,2026-05-16 02:35:44.310746908,207.32,Debit,Education,Online,0
TXN1106985,ACC202526,2026-04-04 13:26:10.804763317,2455.92,Debit,Rent,POS,0
TXN1014452,ACC200334,2024-02-03 18:14:37.576633930,14.39,Debit,Withdrawal,POS,0
TXN1030857,ACC205567,2025-12-04 22:27:19.550703764,114.24,Credit,Medical,Online,0
TXN1041928,ACC203289,2025-06-06 22:04:39.767985821,282.32,Credit,Insurance,POS,0
TXN1029931,ACC202249,2026-01-26 10:31:39.192203522,453.99,Credit,Education,Online,0
TXN1092757,ACC203275,2025-04-15 05:28:49.611037731,2159.71,Debit,Restaurant,Online,0
TXN1020152,ACC202186,2024-11-19 07:25:57.111949205,457.82,Debit,Loan Repayment,POS,0
TXN1040200,ACC205774,2024-02-07 15:13:20.290571690,84.78,Credit,Education,ATM,0
TXN1075692,ACC204679,2025-02-26 10:12:47.251565933,108.15,Debit,Education,Online,0
TXN1007088,ACC204585,2025-12-31 22:29:41.845848083,589.54,Debit,Insurance,ATM,0
TXN1099877,ACC201984,2025-09-04 04:26:24.934075117,46.25,Debit,Utilities,POS,0
TXN1040929,ACC201600,2024-12-20 22:04:41.260350704,51.98,Credit,Salary,Mobile App,0
TXN1041108,ACC200636,2024-07-06 04:29:35.424416780,213.68,Debit,Medical,ATM,0
TXN1080676,ACC202007,2025-02-26 00:29:47.576714754,51.39,Credit,Deposit,Online,0
TXN1078699,ACC200402,2026-04-17 16:34:30.816152334,659.97,Debit,Groceries,Online,0
TXN1081330,ACC204628,2025-01-02 06:14:42.130400658,1874.86,Credit,,Online,0
TXN1093214,ACC203683,2026-02-13 09:15:02.477977514,,Debit,Rent,Online,0
TXN1111211,ACC205345,2024-07-12 12:22:14.491694927,244.15,Debit,Insurance,Mobile App,0
TXN1078970,ACC203400,2024-10-27 17:43:13.906201363,337.59,Credit,Insurance,POS,0
TXN1063877,ACC203149,2024-01-24 06:47:44.690268278,293.46,Debit,Salary,Online,0
TXN1039364,ACC204504,2026-02-01 13:41:25.857527494,411.58,Debit,Online Shopping,Branch,0
TXN1115846,ACC205431,2024-08-06 22:59:09.107711315,94.79,Debit,Education,Branch,0
TXN1068955,ACC202387,2024-04-26 11:40:12.424040794,43.61,Credit,Medical,POS,0
TXN1020437,ACC206517,2026-01-29 12:12:51.041932106,108.68,Debit,Restaurant,ATM,0
TXN1022062,ACC203656,2024-04-02 23:19:34.733037233,158.24,Debit,Medical,Online,0
TXN1007903,ACC206321,2024-08-07 05:15:02.033824682,264.21,Debit,Insurance,Online,0
TXN1058318,ACC201102,2026-05-01 04:16:12.681363821,239.07,Credit,Deposit,Mobile App,0
TXN1031747,ACC200031,2026-04-13 11:30:54.284272432,,Credit,Withdrawal,POS,0
TXN1011196,ACC206150,2024-01-26 16:14:28.864911079,147.15,Debit,Restaurant,Mobile App,0
TXN1029028,ACC206717,2026-01-04 23:03:03.209180832,158.58,Debit,Rent,ATM,0
TXN1113691,ACC206695,2026-06-09 11:32:47.302795410,85.72,Debit,Insurance,Branch,0
TXN1103365,ACC200792,2024-04-12 19:10:13.009620190,37.46,Debit,Fuel,ATM,0
TXN1022185,ACC200375,2024-12-30 04:07:43.148419142,73.79,Debit,Utilities,Mobile App,0
TXN1086097,ACC202774,2025-02-17 00:15:22.470048904,181.22,Credit,Entertainment,POS,0
TXN1026610,ACC203800,2024-02-19 00:17:06.964735508,118.75,Debit,Salary,POS,0
TXN1013896,ACC206773,2026-03-29 08:11:37.333725929,167.74,Debit,Entertainment,Online,0
TXN1100568,ACC204515,2026-03-22 04:03:00.980143547,307.21,Credit,Insurance,Online,0
TXN1021236,ACC204863,2026-01-19 02:41:31.427024126,102.59,Credit,Online Shopping,POS,0
TXN1042543,ACC203580,2025-01-12 00:12:47.721632957,126.32,Debit,Salary,Mobile App,0
TXN1109021,ACC202906,2024-11-03 02:21:10.823988438,204.77,Credit,Insurance,Online,0
TXN1082418,ACC205846,2026-06-14 17:58:24.318221331,72.41,Credit,Utilities,Online,0
TXN1076954,ACC202308,2024-04-02 03:30:54.320064068,54.16,Debit,Entertainment,ATM,0
TXN1105439,ACC203890,2026-02-24 04:00:05.450086117,53.86,Debit,Rent,Mobile App,0
TXN1035666,ACC201928,2025-12-23 02:10:49.750439644,230.89,Credit,Groceries,Branch,0
TXN1091707,ACC206439,2026-05-05 21:47:06.924217701,70.87,Debit,Withdrawal,Online,0
TXN1015422,ACC205085,2025-01-08 16:13:20.835939169,134.71,Credit,Deposit,Branch,0
TXN1026640,ACC203648,2026-08-09 14:20:23.395678997,779.98,Debit,Medical,Mobile App,0
TXN1016546,ACC201165,2025-03-13 03:05:53.502029419,3290.75,Credit,,Branch,0
TXN1065206,ACC203403,2026-04-03 13:41:33.408697844,164.18,Credit,Education,POS,0
TXN1009494,ACC205701,2026-05-21 11:19:01.024924994,328.83,Debit,Online Shopping,Online,0
TXN1103457,ACC200858,2024-01-09 07:11:04.978087187,65.16,Debit,Loan Repayment,ATM,0
TXN1039734,ACC200680,2026-08-08 08:58:54.783206701,103.33,Credit,Utilities,Online,0
TXN1111461,ACC205699,2026-07-20 23:57:51.250809193,190.31,Credit,Salary,ATM,0
TXN1037137,ACC206343,2024-06-11 18:23:46.087744474,285.7,Debit,Medical,POS,0
TXN1115903,ACC202188,2026-04-26 13:13:15.388062000,192.24,Debit,Loan Repayment,Mobile App,0
TXN1026346,ACC201055,2024-04-05 03:56:45.615751982,524.97,Debit,Rent,Online,0
TXN1029748,ACC204816,2024-06-16 00:30:09.959227562,1265.78,Debit,Medical,Online,0
TXN1024173,ACC204009,2026-01-18 13:08:46.657800674,157.8,Debit,Groceries,Online,0
TXN1110743,ACC200797,2024-11-05 00:22:08.084157467,935.46,Credit,Online Shopping,Online,0
TXN1005409,ACC206553,2026-02-28 21:17:47.370067358,626.59,Credit,Insurance,Online,0
TXN1034676,ACC202707,2024-09-18 20:40:15.051225185,128.23,Credit,Restaurant,ATM,0
TXN1107260,ACC206089,2025-04-07 18:25:10.858437538,1570.37,Credit,Entertainment,Online,0
TXN1015562,ACC201250,2026-03-09 14:19:24.308406591,278.19,Debit,Deposit,Branch,0
TXN1055627,ACC200592,2025-01-23 09:28:06.016959667,402.4,Credit,Entertainment,POS,0
TXN1062490,ACC205520,2024-11-28 17:31:02.556581259,363.1,Debit,Education,POS,0
TXN1075925,ACC202563,2024-05-01 12:55:13.218163729,563.87,Debit,Insurance,POS,0
TXN1084205,ACC202665,2024-01-16 18:03:41.481771708,,Debit,Transfer,POS,0
TXN1030309,ACC202180,2025-03-10 04:29:24.248203039,158.86,Credit,Withdrawal,ATM,0
TXN1071441,ACC203755,2024-10-09 19:41:40.197097063,2947.13,Debit,Fuel,ATM,0
TXN1049817,ACC204048,2024-02-28 12:23:15.292052984,171.85,Debit,Restaurant,Online,0
TXN1088968,ACC200921,2024-02-23 12:26:14.472074032,255.04,Debit,Withdrawal,POS,0
TXN1088496,ACC203186,2026-08-06 17:10:11.426748514,355.19,Debit,Salary,POS,0
TXN1056434,ACC204307,2026-02-12 18:20:16.828878641,597.45,Debit,Withdrawal,Mobile App,0
TXN1101770,ACC202118,2025-02-19 15:03:07.369458437,161.17,Credit,Deposit,Mobile App,0
TXN1033741,ACC200948,2024-04-21 23:01:38.317996264,,Credit,,Online,0
TXN1040385,ACC202201,2025-06-20 21:24:43.497747421,392.74,Credit,Transfer,Online,0
TXN1015462,ACC205552,2026-04-19 18:51:52.667384624,856.7,Debit,Online Shopping,Branch,0
TXN1044684,ACC200527,2026-03-11 22:10:55.627004623,1789.34,Debit,Entertainment,ATM,0
TXN1006434,ACC201765,2024-07-24 14:08:48.389847994,377.83,Debit,Transfer,Branch,0
TXN1051220,ACC201202,2024-08-12 23:06:53.892777920,703.79,Debit,Transfer,Branch,0
TXN1071725,ACC204385,2025-09-21 11:00:14.928421974,,Debit,Education,ATM,0
TXN1055332,ACC206521,2025-06-19 08:19:50.132938384,548.34,Credit,Loan Repayment,POS,0
TXN1097157,ACC201838,2024-12-28 03:40:11.719650745,561.08,Debit,Salary,Online,0
TXN1095686,ACC204443,2025-03-30 00:49:46.928115606,566.37,Debit,Entertainment,ATM,0
TXN1055863,ACC206277,2025-10-25 09:44:44.583803177,414.21,Debit,Education,ATM,0
TXN1094831,ACC201299,2025-07-10 07:51:24.709981680,525.23,Debit,Education,Branch,0
TXN1091024,ACC206984,2026-02-08 11:02:40.442998648,96.6,Credit,Transfer,Branch,0
TXN1041528,ACC201381,2025-10-13 14:57:44.914113522,498.95,Debit,Education,Mobile App,0
TXN1033706,ACC201791,2024-02-11 12:14:37.713632584,1151.91,Debit,Withdrawal,Branch,0
TXN1048992,ACC202470,2025-02-15 04:25:49.853732109,694.03,Credit,Insurance,POS,0
TXN1024228,ACC200483,2025-03-27 18:19:06.761716366,180.13,Debit,Rent,POS,0
TXN1109826,ACC205849,2025-12-28 12:17:18.278101444,273.1,Credit,Salary,ATM,0
TXN1063891,ACC205845,2025-06-27 15:13:43.722553492,64.68,Debit,Education,Online,0
TXN1050696,ACC206677,2026-07-29 19:34:48.336492538,111.17,Debit,Insurance,Branch,0
TXN1112960,ACC201639,2024-02-07 20:28:06.961177826,421.11,Credit,Rent,ATM,0
TXN1059101,ACC203420,2025-12-27 16:08:59.220577478,470.49,Credit,Fuel,POS,0
TXN1042692,ACC205274,2024-09-24 17:08:11.449531078,1363.1263300851335,Debit,Withdrawal,Mobile App,1
TXN1101760,ACC205394,2025-04-08 06:30:53.684345722,438.76,Debit,Groceries,Mobile App,0
TXN1059240,ACC203861,2025-01-27 01:01:49.797102451,111.84,Credit,Transfer,Online,0
TXN1102763,ACC204529,2026-05-31 18:36:13.955032110,110.77,Debit,Rent,ATM,0
TXN1052811,ACC203993,2026-04-09 11:30:50.927722931,40.85,Debit,Education,Mobile App,0
TXN1070561,ACC205652,2025-06-09 05:25:59.473770857,683.57,Credit,Rent,POS,0
TXN1009232,ACC200346,2024-06-14 01:05:08.707242727,448.4,Credit,Utilities,POS,0
TXN1087804,ACC205563,2024-03-26 17:00:34.281665087,111.8,Debit,Education,Branch,0
TXN1017307,ACC200909,2025-07-21 03:39:13.615455866,452.75,Credit,Restaurant,POS,0
TXN1108477,ACC206735,2024-04-15 22:15:36.444659948,97.13,Debit,Rent,Branch,0
TXN1064410,ACC201433,2026-04-06 00:11:48.571525097,45.45,Debit,Loan Repayment,ATM,0
TXN1062057,ACC203635,2026-04-01 20:45:25.733396292,2397.9,Debit,Online Shopping,ATM,0
TXN1035539,ACC200447,2025-02-17 19:28:57.679292440,879.27,Credit,Medical,POS,0
TXN1071132,ACC205008,2026-03-17 22:38:36.574905634,1065.21,Credit,Transfer,ATM,0
TXN1025068,ACC206602,2026-03-23 19:23:15.784645081,79.13,Credit,Entertainment,ATM,0
TXN1062411,ACC202936,2025-05-17 04:04:11.360617638,222.09,Credit,Restaurant,POS,0
TXN1015085,ACC205174,2025-11-24 04:39:47.565705061,43.57,Debit,Restaurant,POS,0
TXN1088273,ACC205534,2024-12-12 02:36:32.179335833,70.22,Debit,Loan Repayment,Branch,0
TXN1015436,ACC206516,2025-09-27 23:22:25.934142113,43.87,Debit,Withdrawal,ATM,0
TXN1023354,ACC200994,2025-10-25 04:54:17.867275000,68.3,Credit,Entertainment,Branch,0
TXN1021687,ACC200451,2026-04-22 00:00:56.191888571,44.72,Debit,Online Shopping,POS,0
TXN1043599,ACC202749,2024-11-27 10:23:00.914890528,36.17,Debit,Rent,Branch,0
TXN1034366,ACC200322,2025-09-05 07:59:11.119251728,97.83,Credit,Restaurant,ATM,0
TXN1077188,ACC203312,2026-07-19 16:38:07.767829895,-897.72,Debit,Medical,ATM,0
TXN1079499,ACC202693,2026-07-03 22:54:35.211192369,219.04,Debit,Online Shopping,ATM,0
TXN1005363,ACC206542,2024-08-31 09:19:32.171807289,204.37,Debit,Utilities,Mobile App,0
TXN1089521,ACC206346,2025-02-11 10:39:05.330638885,563.1,Debit,Deposit,Online,0
TXN1081397,ACC204206,2026-04-14 22:59:30.856306791,2012.38,Credit,Restaurant,Mobile App,0
TXN1017863,ACC203520,2025-05-15 13:31:34.330851555,164.07,Debit,Education,Mobile App,0
TXN1063873,ACC206914,2025-06-17 19:34:54.505113363,105.04,Credit,Online Shopping,Mobile App,0
TXN1005063,ACC203723,2026-01-07 04:47:41.821623564,232.54,Debit,Education,ATM,0
TXN1114801,ACC201699,2024-11-04 04:51:03.357598066,142.98,Debit,Deposit,Online,0
TXN1032073,ACC202936,2024-08-23 07:11:47.903922796,26.04,Credit,Groceries,Branch,0
TXN1080632,ACC200788,2024-06-03 18:49:14.308883429,125.43,Debit,Loan Repayment,Online,0
TXN1097616,ACC204808,2024-09-12 21:57:31.049324751,71.89,Debit,Transfer,Online,0
TXN1075404,ACC205488,2026-03-20 23:21:02.594795227,37.6,Debit,Fuel,Branch,0
TXN1076020,ACC202010,2025-11-12 07:17:18.107183695,269.11,Debit,Fuel,POS,0
TXN1035924,ACC206806,2026-07-06 07:47:44.599627972,349.21,Debit,Utilities,ATM,0
TXN1051743,ACC206189,2024-03-01 03:40:34.047888756,84.29,Debit,Groceries,Mobile App,0
TXN1083114,ACC205218,2026-06-13 21:46:23.818438530,161.49,Debit,Rent,POS,0
TXN1078393,ACC206978,2026-05-06 15:25:24.869073629,55.71,Debit,Utilities,POS,0
TXN1093897,ACC204373,2024-01-27 15:57:42.435031414,267.69,Debit,,POS,0
TXN1029682,ACC206408,2025-10-15 01:03:37.548405647,312.6,Debit,Utilities,Online,0
TXN1034077,ACC201751,2025-10-15 06:00:14.522038460,247.0,Debit,Restaurant,ATM,0
TXN1010470,ACC203718,2024-03-24 03:28:33.973791599,202.85,Debit,Rent,Branch,0
TXN1028820,ACC201085,2024-02-13 21:47:47.444882154,1073.24,Debit,Utilities,Online,0
TXN1037164,ACC204257,2024-03-23 11:50:06.657071114,253.73,Debit,Education,Online,0
TXN1013648,ACC203420,2024-10-13 11:17:52.609904051,112.59,Debit,Education,Online,0
TXN1080752,ACC204939,2024-03-24 22:28:02.547802687,1087.96,Credit,Medical,Online,0
TXN1058662,ACC200256,2025-09-05 23:10:07.490922928,1221.4,Credit,Online Shopping,ATM,0
TXN1021173,ACC200206,2024-02-24 23:26:50.100446939,197.72,Debit,Transfer,Branch,0
TXN1107215,ACC200820,2024-01-21 09:29:05.855869532,80.9,Debit,Medical,Branch,0
TXN1032907,ACC200380,2026-03-23 21:44:33.758042097,780.49,Debit,Restaurant,POS,0
TXN1021476,ACC202824,2024-07-09 03:33:44.923178911,123.39,Debit,Medical,POS,0
TXN1045515,ACC201973,2024-05-24 21:01:00.566635132,362.21,Debit,Fuel,ATM,0
TXN1036363,ACC206780,2025-03-21 04:02:10.694230795,32.35,Debit,Groceries,Branch,0
TXN1041397,ACC205761,2025-11-19 05:53:23.360904217,237.65,Debit,Medical,Mobile App,0
TXN1077947,ACC203951,2026-02-08 17:14:49.242917299,289.87,Debit,Groceries,Online,0
TXN1067229,ACC200043,2024-02-12 02:47:55.353521109,576.02,Debit,Utilities,Branch,0
TXN1020785,ACC205670,2024-03-09 16:05:48.891963005,702.52,Debit,Insurance,Mobile App,0
TXN1007835,ACC206849,2026-05-25 05:27:24.329189777,187.22,Credit,Withdrawal,ATM,0
