account_id,customer_id,account_type,open_date,balance,currency,is_active
ACC201650,CUST101887,Savings,2021-05-11 14:14:39.140192747,,ZAR,1
ACC201651,CUST104121,Fixed Deposit,2023-01-18 01:02:09.565021753,-46962.16,ZAR,1
ACC201652,CUST103259,Savings,2017-06-07 03:16:35.634335518,-60518.07,ZAR,0
ACC201653,CUST101325,Current,2017-04-28 02:22:16.129318475,8593.87,ZAR,1
ACC201654,CUST102828,Fixed Deposit,2018-11-29 01:08:34.081375360,58227.32,ZAR,0
ACC201655,CUST100008,Savings,2025-10-30 20:24:29.010573387,-4202.52,zar,1
ACC201656,CUST104817,Credit Card,2020-02-22 06:01:05.904764652,15123.76,ZAR,0
ACC201657,CUST102753,Current,2017-12-22 22:19:50.886157751,-1153.31,ZAR,1
ACC201658,CUST102504,Current,2021-01-06 16:49:22.425642967,-8398.94,ZAR,1
ACC201659,CUST101666,Current,2017-02-01 23:20:17.529138803,113104.07,ZAR,1
ACC201660,CUST101109,Savings,2023-11-11 18:14:41.098278999,-6922.68,ZAR,0
ACC201661,CUST101643,Current,2018-09-12 12:30:20.218049288,-29089.21,ZAR,1
ACC201662,CUST102288,Savings,2026-05-19 13:25:12.484272480,-10797.91,ZAR ,1
ACC201663,CUST102128,Credit Card,2022-04-18 10:43:22.870678186,27990.31,ZAR,1
ACC201664,CUST102073,Current,2022-01-30 22:04:18.411027908,2061.26,ZAR,1
ACC201665,CUST102540,Savings,2018-05-13 21:47:18.810951233,36437.05,ZAR,1
ACC201666,CUST102342,Savings,2017-01-24 15:46:37.586590528,-4211.76,ZAR,0
ACC201667,CUST101549,Current,2015-11-25 22:31:24.824707985,1481.08,zar,1
ACC201668,CUST102905,Savings,2024-11-28 11:47:24.333183289,-3294.16,ZAR,1
ACC201669,CUST101231,Current,2026-05-06 19:13:55.877050400,21343.98,ZAR,1
ACC201670,CUST104740,Business,2017-06-29 12:58:24.020662308,53541.93,ZAR,1
ACC201671,CUST103335,Savings,2026-07-04 04:43:55.417609930,57767.49,ZAR,1
ACC201672,CUST101405,Current,2022-02-18 07:35:52.160408497,81301.27,ZAR,1
ACC201673,CUST103463,Fixed Deposit,2024-02-10 18:26:39.485404015,-27500.88,ZAR,1
ACC201674,CUST104845,Fixed Deposit,2026-06-12 17:25:27.108217955,-16594.27,ZAR,1
ACC201675,CUST103824,Savings,2026-04-18 09:15:37.275015593,-11745.21,ZAR,1
ACC201676,CUST103897,Credit Card,2021-07-30 18:57:06.642062187,24866.31,ZAR,1
ACC201677,CUST101090,Savings,2021-02-07 12:16:22.022741795,-18085.46,ZAR,1
ACC201678,CUST100914,Credit Card,2022-10-29 10:35:57.958214283,-2562.52,ZAR,1
ACC201679,CUST102807,Savings,2017-07-18 15:41:46.945524454,52378.28,ZAR,1
ACC201680,CUST101402,Savings,2019-07-03 15:33:10.481645107,67803.18,ZAR,1
ACC201681,CUST100601,Current,2024-08-01 16:20:52.808616161,52720.83,ZAR,1
ACC201682,CUST104546,Savings,2016-04-09 10:25:04.805953503,37820.81,ZAR,0
ACC201683,CUST101726,Current,2020-04-25 18:59:31.431877613,-1504.42,ZAR,1
ACC201684,CUST104006,Savings,2018-08-28 09:00:57.973709345,25850.65,ZAR,1
ACC201685,CUST103658,Business,2021-09-29 23:25:01.058534145,70628.08,ZAR,1
ACC201686,CUST100716,Current,2017-03-12 03:30:37.750844479,51462.23,ZAR,1
ACC201687,CUST100938,Current,2025-09-30 16:28:46.695446968,60385.9,ZAR,1
ACC201688,CUST102922,Savings,2024-03-02 20:16:11.658034325,63026.11,ZAR,1
ACC201689,CUST103119,Business,2015-12-10 18:03:18.778198004,11881.25,ZAR,1
ACC201690,CUST101384,Current,2018-10-10 09:18:55.480056524,,ZAR,1
ACC201691,CUST100766,Savings,2015-07-02 16:55:46.669802189,9809.39,ZAR,1
ACC201692,CUST103148,Current,2016-06-05 02:32:47.345145702,48806.7,ZAR ,1
ACC201693,CUST101180,Savings,2019-11-28 00:09:13.936490774,,ZAR,1
ACC201694,CUST100867,Savings,2018-10-25 14:29:37.488428831,87153.08,ZAR,1
ACC201695,CUST101892,Savings,2021-01-11 05:08:31.147254467,48788.12,ZAR ,1
ACC201696,CUST101759,Current,2018-05-15 11:38:34.990258217,40756.43,ZAR,1
ACC201697,CUST102011,Savings,2018-11-06 02:53:05.404717684,80509.8,ZAR,0
ACC201698,CUST101942,Credit Card,2026-02-05 02:08:41.100403786,-9582.74,ZAR,1
ACC201699,CUST102828,Savings,2025-02-17 20:24:47.362208843,82833.42,ZAR,1
ACC201700,CUST102688,Savings,2015-02-26 13:58:37.392804861,30228.34,zar,1
ACC201701,CUST100186,Savings,2021-12-22 15:03:56.671875238,30520.53,ZAR,1
ACC201702,CUST101196,Current,2016-08-24 08:11:12.695752144,6963.67,ZAR,1
ACC201703,CUST102522,Savings,2024-02-22 07:25:41.439908028,-21928.37,ZAR,1
ACC201704,CUST103638,Savings,2024-09-06 01:49:40.542322159,83863.16,ZAR,1
ACC201705,CUST100151,Savings,2022-08-25 09:32:28.126034260,41160.35,zar,1
ACC201706,CUST104046,Business,2022-10-18 11:50:03.318079710,10232.99,ZAR,1
ACC201707,CUST100471,Savings,2024-11-10 14:25:07.630561829,39000.18,ZAR,1
ACC201708,CUST103199,Savings,2016-03-06 18:27:53.155622482,11533.34,ZAR,1
ACC201709,CUST101093,Current,2023-03-13 10:28:42.313673973,-43191.85,ZAR,1
ACC201710,CUST104515,Current,2016-05-22 07:38:42.850920677,17876.45,ZAR,1
ACC201711,CUST103465,Savings,2015-06-28 23:00:10.867748022,-31278.53,ZAR,1
ACC201712,CUST103952,Fixed Deposit,2022-05-25 06:47:38.891769886,34513.6,zar,1
ACC201713,CUST104057,Current,2018-02-24 22:02:28.924950361,88435.97,ZAR,1
ACC201714,CUST100220,Current,2015-07-14 01:42:30.817264318,-653.69,ZAR,1
ACC201715,CUST104234,Current,2015-09-25 00:44:28.540813684,56637.01,ZAR,1
ACC201716,CUST100423,Credit Card,2026-05-07 02:22:29.377223969,-596.37,ZAR,1
ACC201717,CUST102713,Savings,2017-08-01 16:35:33.157575846,24183.09,ZAR,1
ACC201718,CUST103299,Fixed Deposit,2019-09-22 03:18:13.270651340,-10118.4,ZAR,1
ACC201719,CUST104499,Savings,2018-02-01 09:59:29.330338478,49772.94,ZAR,1
ACC201720,CUST103609,Current,2025-10-31 10:40:37.535493612,78858.99,ZAR,1
ACC201721,CUST103559,Savings,2015-11-09 06:22:19.415217876,32697.83,ZAR,1
ACC201722,CUST104839,Current,2021-04-16 18:22:28.819389343,46421.55,zar,1
ACC201723,CUST100081,Credit Card,2020-07-14 01:21:35.388272285,46346.86,ZAR,1
ACC201724,CUST100016,Current,2023-01-06 14:53:36.346038342,15056.65,ZAR,1
ACC201725,CUST100951,Savings,2025-05-27 21:08:44.826366901,77295.36,ZAR,1
ACC201726,CUST101184,Credit Card,2015-01-02 16:22:52.366948843,4292.83,ZAR,1
ACC201727,CUST102499,Fixed Deposit,2015-03-12 01:08:36.660411835,-37895.49,ZAR,1
ACC201728,CUST104158,Savings,2019-05-15 21:41:21.315802336,-11855.71,ZAR ,1
ACC201729,CUST101963,Savings,2019-08-26 20:19:33.793231726,49629.58,ZAR ,1
ACC201730,CUST104457,Current,2025-04-24 17:16:32.528369903,9522.47,ZAR,1
ACC201731,CUST103204,Credit Card,2018-03-25 14:27:46.558373928,28712.32,ZAR,1
ACC201732,CUST102322,Savings,2024-10-28 10:57:59.223714828,15458.15,ZAR,0
ACC201733,CUST103965,Savings,2016-01-13 14:38:20.724710941,32235.6,ZAR,1
ACC201734,CUST102418,Current,2015-11-24 09:59:44.671660423,68734.09,ZAR,1
ACC201735,CUST100213,Credit Card,2023-08-18 20:37:08.111331224,86021.42,ZAR,1
ACC201736,CUST104268,Savings,2023-10-31 23:36:56.440881252,-13773.35,ZAR,1
ACC201737,CUST100663,Current,2016-02-04 16:15:33.098058462,62281.12,ZAR,1
ACC201738,CUST102299,Credit Card,2026-07-02 14:55:01.923976660,32868.69,ZAR,1
ACC201739,CUST100779,Savings,2015-12-07 08:35:40.328571558,-23927.89,ZAR,1
ACC201740,CUST103937,Savings,2025-03-29 02:17:52.195984602,44769.71,ZAR ,1
ACC201741,CUST103186,Savings,2017-03-31 06:54:09.019637585,98939.1,ZAR,1
ACC201742,CUST104743,Credit Card,2015-04-03 23:41:21.505898237,-4522.95,ZAR,1
ACC201743,CUST104332,Current,2024-11-24 18:33:32.828446865,15851.49,ZAR,1
ACC201744,CUST101309,Credit Card,2017-02-18 17:31:40.212772608,-39236.43,ZAR,0
ACC201745,CUST101262,Current,2021-02-17 10:28:01.828537226,20329.27,ZAR,1
ACC201746,CUST101371,Savings,2024-07-29 09:00:54.612577438,31407.55,ZAR,1
ACC201747,CUST100768,Current,2016-10-16 10:59:49.605321884,103952.69,ZAR,1
ACC201748,CUST104693,Savings,2023-08-01 16:01:51.544765949,-12372.1,zar,1
ACC201749,CUST100413,Current,2021-02-26 10:04:39.879086018,63556.86,ZAR,0
ACC201750,CUST102121,Business,2017-12-18 07:32:45.301852226,37026.88,ZAR,1
ACC201751,CUST101408,Current,2015-06-25 18:47:53.464733362,114363.24,ZAR,1
ACC201752,CUST100078,Current,2018-01-17 05:01:00.354661226,32008.87,ZAR,1
ACC201753,CUST104153,Savings,2019-12-02 17:43:00.859637022,22942.59,ZAR,1
ACC201754,CUST102512,Current,2019-04-06 07:57:30.858993053,58864.46,ZAR,1
ACC201755,CUST104388,Credit Card,2023-04-21 11:29:13.512432813,44555.45,ZAR,1
ACC201756,CUST103083,Credit Card,2019-09-30 13:32:38.686550140,62427.23,ZAR,1
ACC201757,CUST102479,Business,2019-05-28 20:14:37.785193443,47450.13,ZAR,1
ACC201758,CUST101223,Business,2024-05-28 19:31:51.826990604,-34018.71,ZAR,1
ACC201759,CUST102955,Current,2020-05-16 09:57:02.360193968,45885.16,ZAR,1
ACC201760,CUST103637,Fixed Deposit,2026-05-31 14:59:10.373981714,44954.58,ZAR,1
ACC201761,CUST100139,Credit Card,2021-08-26 23:21:34.223406315,-4586.96,ZAR,1
ACC201762,CUST101164,Current,2025-11-08 09:26:40.803271770,36583.14,ZAR,1
ACC201763,CUST101808,Savings,2025-03-20 16:32:34.217593908,-48434.84,ZAR,1
ACC201764,CUST100598,Business,2019-10-18 08:51:36.370596886,35212.12,ZAR,1
ACC201765,CUST100421,Business,2022-02-04 13:56:18.570185423,52390.39,ZAR,1
ACC201766,CUST101246,Current,2016-08-18 14:08:10.096757650,63380.12,ZAR,1
ACC201767,CUST101704,Savings,2021-02-07 07:02:01.793038368,53030.1,ZAR ,1
ACC201768,CUST102669,Savings,2019-11-29 10:10:16.195454597,-10449.43,ZAR,1
ACC201769,CUST104068,Savings,2020-08-08 06:15:23.488942623,-33615.22,ZAR,1
ACC201770,CUST104278,Credit Card,2017-02-18 11:30:22.046042442,62647.83,ZAR,1
ACC201771,CUST101907,Current,2025-01-12 02:47:56.819574356,41196.61,ZAR,1
ACC201772,CUST102646,Current,2015-12-05 06:36:21.208974123,44726.96,ZAR ,0
ACC201773,CUST100070,Savings,2024-01-18 11:29:10.699573040,92250.87,ZAR,1
ACC201774,CUST104244,Current,2025-12-07 15:26:40.561312199,-39289.07,ZAR ,1
ACC201775,CUST101173,Credit Card,2016-03-25 19:19:09.698660612,97122.76,ZAR,1
ACC201776,CUST100320,Fixed Deposit,2020-01-09 11:39:31.550818205,2513.28,ZAR,1
ACC201777,CUST103012,Current,2021-10-10 08:07:34.279205084,57997.25,ZAR,1
ACC201778,CUST101862,Savings,2026-06-25 08:17:50.488262653,24473.56,ZAR,1
ACC201779,CUST102055,Savings,2025-01-08 13:40:40.865261793,11173.35,ZAR,1
ACC201780,CUST102175,Fixed Deposit,2019-10-19 04:31:00.733784437,-35356.7,ZAR,1
ACC201781,CUST103140,Fixed Deposit,2026-03-18 06:56:28.709193707,-1896.72,ZAR,1
ACC201782,CUST104008,Savings,2018-11-02 06:06:04.781634331,43680.78,ZAR,1
ACC201783,CUST102858,Savings,2018-12-09 03:54:11.101427555,39201.43,zar,1
ACC201784,CUST103053,Current,2020-11-11 11:22:52.104319096,63080.91,ZAR,0
ACC201785,CUST104043,Credit Card,2024-01-11 14:31:39.063939571,-2664.8,ZAR,1
ACC201786,CUST103925,Credit Card,2017-03-23 20:54:21.246114016,54871.49,ZAR,1
ACC201787,CUST100862,Savings,2023-08-07 15:12:22.456240416,,ZAR,1
ACC201788,CUST101692,Business,2015-01-12 10:07:06.402309656,50312.21,ZAR,1
ACC201789,CUST102468,Current,2018-01-15 06:56:33.173797607,45526.93,ZAR,1
ACC201790,CUST104670,Current,2026-04-15 00:03:52.393712282,6140.02,ZAR,1
ACC201791,CUST103034,Savings,2022-08-08 20:26:55.743347883,35087.97,ZAR ,0
ACC201792,CUST104068,Savings,2020-05-10 15:08:52.288681746,43436.25,ZAR,1
ACC201793,CUST103974,Savings,2023-06-23 08:34:46.159043312,56459.33,ZAR,1
ACC201794,CUST104577,Savings,2020-01-16 03:13:00.621241093,85205.94,ZAR,1
ACC201795,CUST102591,Fixed Deposit,2016-03-27 07:01:07.333171129,-375.5,ZAR,1
ACC201796,CUST101313,Credit Card,2020-10-05 17:14:47.161844254,-21655.41,zar,1
ACC201797,CUST102056,Business,2026-01-24 08:24:16.814852953,76466.25,ZAR,1
ACC201798,CUST100032,Current,2018-02-27 02:32:01.691767216,-26454.07,ZAR,1
ACC201799,CUST103418,Savings,2015-08-12 15:51:34.075123072,66343.38,ZAR,1
ACC201800,CUST103077,Current,2023-08-02 21:29:20.792015553,-11367.26,ZAR,1
ACC201801,CUST100825,Current,2020-04-06 03:10:29.969817162,-185.67,ZAR,1
ACC201802,CUST102462,Fixed Deposit,2018-11-16 19:14:25.668724537,21837.06,ZAR,1
ACC201803,CUST103580,Current,2020-08-24 06:58:05.563201666,-33055.07,ZAR,1
ACC201804,CUST103894,Savings,2025-10-08 21:33:06.548315763,-13800.87,ZAR ,1
ACC201805,CUST103879,Credit Card,2017-11-24 13:18:18.549836397,-41928.39,ZAR,0
ACC201806,CUST100487,Credit Card,2017-04-28 04:47:26.989563942,51768.78,ZAR,1
ACC201807,CUST101868,Current,2021-03-08 10:41:39.312532425,24536.27,zar,0
ACC201808,CUST102977,Savings,2020-05-13 19:03:44.547422647,25576.97,ZAR,1
ACC201809,CUST100526,Current,2016-09-25 15:27:13.303869486,22556.32,ZAR,1
ACC201810,CUST100994,Credit Card,2021-09-22 04:19:51.134630680,24292.88,ZAR,1
ACC201811,CUST104714,Savings,2021-08-27 02:15:47.378748178,5718.91,ZAR,1
ACC201812,CUST102572,Credit Card,2022-01-04 23:20:15.700230598,63254.44,ZAR,1
ACC201813,CUST102891,Savings,2019-10-16 08:09:08.729518175,-45526.41,ZAR,1
ACC201814,CUST100791,Savings,2018-05-11 21:44:48.454770088,-32705.36,ZAR,1
ACC201815,CUST103169,Savings,2018-10-20 19:54:20.351723671,79329.07,ZAR,1
ACC201816,CUST104561,Savings,2024-08-30 07:56:11.164544106,35683.09,ZAR,1
ACC201817,CUST104799,Savings,2022-03-29 03:49:31.762912750,-55986.67,ZAR,1
ACC201818,CUST100916,Credit Card,2019-08-11 15:21:31.307129622,37776.54,ZAR,1
ACC201819,CUST101109,Current,2022-02-07 02:51:35.458267212,-38581.36,ZAR,1
ACC201820,CUST102875,Savings,2019-01-18 20:48:22.756579876,77015.79,ZAR,1
ACC201821,CUST104433,Credit Card,2024-12-28 00:00:55.850621939,61802.72,ZAR,1
ACC201822,CUST100028,Current,2023-06-05 21:12:09.982156038,108890.14,ZAR ,1
ACC201823,CUST101125,Current,2016-03-03 00:18:27.503208160,13040.89,ZAR,1
ACC201824,CUST100782,Credit Card,2015-08-26 14:22:46.420975924,-23679.47,zar,1
ACC201825,CUST103947,Savings,2015-05-22 08:32:06.922720671,3377.67,ZAR ,1
ACC201826,CUST102496,Current,2015-04-27 11:11:39.947717428,4292.77,ZAR,1
ACC201827,CUST103572,Savings,2020-10-02 22:18:04.792553186,40421.71,ZAR,1
ACC201828,CUST100204,Savings,2017-02-03 23:03:42.350742340,-48262.26,ZAR,1
ACC201829,CUST100661,Savings,2022-10-24 06:34:30.892053127,24786.09,ZAR,1
ACC201830,CUST102713,Fixed Deposit,2020-08-04 02:01:48.456130266,-15577.68,ZAR,1
ACC201831,CUST102099,Savings,2016-01-31 09:46:25.282185555,4481.21,ZAR,1
ACC201832,CUST100921,Credit Card,2015-01-25 16:02:54.333844662,80319.5,ZAR,1
ACC201833,CUST101304,Credit Card,2015-06-05 08:17:46.317651510,65107.7,ZAR,1
ACC201834,CUST103632,Savings,2021-03-06 00:20:48.762887001,,ZAR,1
ACC201835,CUST100068,Savings,2021-10-17 08:04:09.925718069,50457.96,ZAR,1
ACC201836,CUST104341,Savings,2019-02-02 06:01:21.691693068,14421.91,ZAR,1
ACC201837,CUST100797,Savings,2015-11-30 17:58:38.845172882,23060.15,ZAR,1
ACC201838,CUST103792,Fixed Deposit,2025-10-28 17:36:46.387100458,-37903.01,ZAR,0
ACC201839,CUST103148,Savings,2019-09-13 04:02:57.886935472,-24354.55,ZAR,1
ACC201840,CUST100316,Current,2019-12-21 23:24:33.288665056,30068.71,ZAR,1
ACC201841,CUST103822,Savings,2019-06-02 13:34:50.690593719,-19792.31,ZAR,1
ACC201842,CUST102481,Current,2015-09-09 13:07:39.030114889,52590.16,ZAR,1
ACC201843,CUST101505,Savings,2023-03-25 04:37:42.725920677,23012.04,ZAR ,1
ACC201844,CUST100555,Savings,2022-09-13 03:31:37.375058413,13097.64,ZAR,1
ACC201845,CUST100577,Savings,2016-11-26 16:26:15.595515490,725.79,ZAR,1
ACC201846,CUST102045,Fixed Deposit,2018-02-10 02:28:34.515577316,43030.76,ZAR,1
ACC201847,CUST101472,Current,2021-05-02 11:18:04.262433529,52112.8,ZAR,0
ACC201848,CUST104197,Savings,2019-05-13 17:18:30.635452747,-10209.91,ZAR,1
ACC201849,CUST102714,Credit Card,2026-07-23 05:46:19.760152340,4024.78,ZAR,1
ACC201850,CUST100205,Credit Card,2020-10-01 02:24:31.775918722,17471.18,ZAR,1
ACC201851,CUST104384,Current,2025-03-20 19:55:30.408998966,37839.19,ZAR,1
ACC201852,CUST101258,Business,2017-05-15 12:17:18.691059589,37331.27,ZAR ,1
ACC201853,CUST103032,Savings,2021-06-10 19:33:26.494484425,20911.13,ZAR,1
ACC201854,CUST104132,Credit Card,2018-09-23 04:40:11.555432558,53327.92,ZAR,1
ACC201855,CUST103339,Credit Card,2025-10-27 22:36:28.933609247,19569.35,ZAR,1
ACC201856,CUST102029,Current,2021-05-20 11:50:47.558935165,-30866.56,ZAR,1
ACC201857,CUST100037,Current,2022-07-29 04:36:01.687386990,78487.99,ZAR,1
ACC201858,CUST101176,Savings,2015-11-18 13:37:48.419241905,64198.32,ZAR,1
ACC201859,CUST102847,Savings,2020-08-24 22:00:07.210005760,-30083.33,ZAR ,1
ACC201860,CUST104747,Current,2021-09-17 04:06:16.527696132,32140.57,zar,1
ACC201861,CUST100179,Fixed Deposit,2018-05-13 09:42:07.872083426,77022.89,ZAR,1
ACC201862,CUST100778,Savings,2023-07-10 07:01:49.934166431,12830.66,ZAR,1
ACC201863,CUST101791,Current,2020-05-27 15:12:04.578710079,55865.43,ZAR,1
ACC201864,CUST103943,Savings,2021-07-02 08:13:55.074602842,69422.1,ZAR,1
ACC201865,CUST104750,Savings,2019-03-07 17:38:49.904091120,35727.71,ZAR,1
ACC201866,CUST100890,Savings,2022-11-01 14:48:59.853321075,110721.8,ZAR,1
ACC201867,CUST102902,Business,2016-03-12 09:58:10.403408289,50994.32,ZAR,1
ACC201868,CUST104815,Savings,2020-11-11 08:12:37.334354877,29082.5,ZAR,1
ACC201869,CUST104992,Savings,2025-05-16 13:25:00.815586567,18317.92,ZAR,1
ACC201870,CUST103930,Savings,2017-09-21 19:51:57.071204424,23110.21,ZAR,1
ACC201871,CUST103893,Current,2025-01-21 12:50:38.652014971,2421.74,ZAR,1
ACC201872,CUST101382,Current,2025-04-01 18:26:22.334865332,-19539.46,ZAR,1
ACC201873,CUST101547,Savings,2017-09-01 17:26:05.568313837,-10966.21,ZAR,1
ACC201874,CUST104918,Savings,2015-12-08 11:09:41.958510637,19300.14,ZAR,1
ACC201875,CUST103113,Savings,2023-11-08 11:45:21.450689316,57132.32,ZAR,1
ACC201876,CUST100572,Savings,2026-02-06 19:14:52.733615398,38061.07,ZAR,1
ACC201877,CUST100345,Credit Card,2017-12-17 16:21:15.229489565,31761.44,ZAR,1
ACC201878,CUST104297,Credit Card,2025-07-29 00:09:36.850574493,109814.27,ZAR,1
ACC201879,CUST100648,Savings,2017-05-30 13:09:20.974378824,92314.29,ZAR,1
ACC201880,CUST103497,Current,2019-02-28 20:36:30.898857832,-11501.36,ZAR,1
ACC201881,CUST101608,Savings,2025-04-05 09:10:37.819752216,53176.73,ZAR ,1
ACC201882,CUST100869,Savings,2018-07-10 04:13:04.391139269,-22490.95,ZAR,1
ACC201883,CUST100570,Current,2023-10-02 14:13:23.807554483,35710.92,ZAR,1
ACC201884,CUST102731,Credit Card,2016-09-13 16:13:31.392500401,-29923.46,ZAR,1
ACC201885,CUST104018,Savings,2019-05-22 04:20:57.792698383,721.23,zar,1
ACC201886,CUST100059,Savings,2025-11-23 07:40:45.052792072,49955.56,ZAR,1
ACC201887,CUST103519,Savings,2017-08-15 04:11:11.331323147,6821.68,ZAR,0
ACC201888,CUST102865,Savings,2023-02-16 04:45:09.288776636,-18155.4,ZAR,1
ACC201889,CUST103971,Current,2025-08-25 17:06:11.683998585,-2501.52,ZAR,1
ACC201890,CUST102911,Credit Card,2024-02-03 08:36:19.194319248,-12750.64,ZAR,1
ACC201891,CUST100630,Savings,2025-12-23 23:50:43.728765726,41497.0,ZAR,1
ACC201892,CUST102042,Credit Card,2025-12-06 01:20:07.358372927,,ZAR,1
ACC201893,CUST104935,Business,2016-04-25 16:21:22.207832098,,ZAR,1
ACC201894,CUST104122,Savings,2021-12-20 00:47:59.461342335,66180.33,ZAR,1
ACC201895,CUST101757,Current,2019-12-11 18:22:51.705395699,2069.48,ZAR,1
ACC201896,CUST104653,Savings,2022-11-27 23:35:07.821659565,20954.07,ZAR,1
ACC201897,CUST100036,Current,2023-08-07 23:35:29.726480722,96356.8,ZAR,1
ACC201898,CUST102668,Fixed Deposit,2017-11-03 08:30:15.929427147,17886.1,ZAR,1
ACC201899,CUST103869,Fixed Deposit,2024-04-06 10:34:47.729228497,67798.3,ZAR,1
ACC201900,CUST103369,Current,2019-09-27 22:15:25.067706823,-3802.34,ZAR,1
ACC201901,CUST100894,Credit Card,2022-08-10 00:05:29.575000525,24194.29,ZAR,1
ACC201902,CUST100729,Current,2019-12-15 04:44:21.554991961,-9327.62,ZAR,1
ACC201903,CUST103717,Credit Card,2019-01-04 01:41:19.460541487,27658.85,ZAR,1
ACC201904,CUST104990,Fixed Deposit,2023-01-14 04:24:52.093550682,34578.5,ZAR,1
ACC201905,CUST103820,Credit Card,2021-04-11 06:23:59.981282711,55265.97,zar,1
ACC201906,CUST104289,Savings,2024-11-16 20:50:43.955332279,1833.52,ZAR,1
ACC201907,CUST104552,Savings,2024-02-07 19:36:48.139897585,18310.61,ZAR,1
ACC201908,CUST104745,Credit Card,2025-01-21 01:09:56.369734049,72547.15,ZAR,1
ACC201909,CUST103949,Savings,2023-11-14 05:09:04.595016479,-23358.55,ZAR,1
ACC201910,CUST103890,Current,2025-08-14 05:42:57.864735126,-74007.28,ZAR,1
ACC201911,CUST103948,Current,2016-10-24 16:49:03.699844837,-1138.31,ZAR,1
ACC201912,CUST101614,Credit Card,2022-06-02 05:41:26.811795235,49405.65,ZAR,1
ACC201913,CUST102702,Credit Card,2015-12-15 14:08:32.533796787,28315.58,zar,1
ACC201914,CUST101108,Savings,2020-10-14 12:11:40.408212662,-13247.72,ZAR,1
ACC201915,CUST102654,Current,2024-12-22 11:47:01.012322903,27856.32,ZAR,1
ACC201916,CUST102555,Credit Card,2023-05-28 06:40:02.375203133,10333.0,zar,1
ACC201917,CUST100342,Savings,2021-10-01 18:54:52.998208046,-37622.69,ZAR,1
ACC201918,CUST100412,Current,2023-01-14 13:26:56.185468912,11386.21,ZAR,1
ACC201919,CUST104753,Current,2017-01-03 00:18:24.244983912,54787.58,ZAR,1
ACC201920,CUST102759,Savings,2025-10-12 07:03:12.789637566,13884.29,ZAR,1
ACC201921,CUST100163,Savings,2017-06-17 18:11:07.522136210,-35519.43,ZAR,1
ACC201922,CUST101849,Savings,2016-12-07 06:54:48.588499069,94032.81,ZAR,1
ACC201923,CUST104456,Credit Card,2016-08-15 05:07:40.420052528,-14728.75,ZAR,1
ACC201924,CUST103639,Savings,2025-11-04 04:54:46.778009415,39914.48,ZAR,1
ACC201925,CUST104117,Current,2020-05-03 10:10:45.108344555,58404.98,ZAR,1
ACC201926,CUST103128,Current,2021-03-04 20:46:51.091750383,41869.14,ZAR,1
ACC201927,CUST103501,Savings,2019-05-23 06:37:12.848287821,15704.47,ZAR,1
ACC201928,CUST101232,Current,2015-04-26 09:19:50.567545414,-47654.45,ZAR,1
ACC201929,CUST104209,Savings,2015-10-09 23:34:59.581676722,71894.94,ZAR,1
ACC201930,CUST103667,Savings,2015-03-08 15:55:42.393863916,-21663.22,ZAR,1
ACC201931,CUST101196,Savings,2021-03-29 22:53:59.240250349,63884.59,ZAR,1
ACC201932,CUST101555,Current,2017-03-29 10:27:32.239592552,69435.62,ZAR,1
ACC201933,CUST103835,Current,2019-08-28 23:19:26.427501440,-23852.59,ZAR,0
ACC201934,CUST101242,Savings,2020-05-01 04:09:37.878917694,-24457.42,ZAR,1
ACC201935,CUST103345,Savings,2021-03-02 19:19:59.859095097,9275.07,ZAR,1
ACC201936,CUST102092,Savings,2025-05-04 13:38:49.861846209,61785.06,ZAR,1
ACC201937,CUST101435,Savings,2015-07-02 21:07:27.945294619,1092.87,ZAR,1
ACC201938,CUST100789,Savings,2020-09-21 14:07:35.551517725,28755.18,ZAR,1
ACC201939,CUST103608,Savings,2016-07-11 18:50:57.742776394,4916.94,ZAR,1
ACC201940,CUST101625,Current,2025-09-24 04:09:49.101960182,56427.28,ZAR,1
ACC201941,CUST102780,Fixed Deposit,2025-08-16 20:12:24.860629797,-396.34,ZAR,1
ACC201942,CUST101299,Savings,2016-08-14 22:30:25.313812494,-3831.21,ZAR,1
ACC201943,CUST100736,Credit Card,2016-05-11 10:18:30.105761766,-16298.23,ZAR,0
ACC201944,CUST100108,Savings,2016-04-09 17:58:03.166932344,-17532.34,ZAR,1
ACC201945,CUST104697,Savings,2016-02-19 21:26:18.974250793,67561.16,ZAR,1
ACC201946,CUST101504,Current,2016-10-30 18:01:50.887675762,10687.55,ZAR,1
ACC201947,CUST102880,Savings,2016-10-20 13:32:11.224674940,-13039.56,ZAR,0
ACC201948,CUST102334,Current,2016-11-22 14:37:19.362076283,-41841.88,ZAR,1
ACC201949,CUST101849,Savings,2016-09-20 11:25:39.632356405,14181.25,ZAR,1
ACC201950,CUST104148,Credit Card,2019-05-18 13:51:37.795229912,-7833.68,ZAR,1
ACC201951,CUST104554,Current,2017-12-09 23:26:00.799579620,-15424.09,ZAR,1
ACC201952,CUST100902,Credit Card,2019-10-31 05:50:28.606457710,-5964.91,ZAR,1
ACC201953,CUST100155,Savings,2025-05-08 12:55:36.520060539,29871.19,ZAR ,0
ACC201954,CUST101636,Savings,2019-01-28 19:33:26.827713013,-21437.84,ZAR,1
ACC201955,CUST100515,Credit Card,2018-04-26 18:49:01.436469078,12752.91,ZAR,1
ACC201956,CUST100146,Current,2025-08-03 17:15:47.246099710,60423.87,ZAR ,1
