loan_id,customer_id,loan_type,principal,interest_rate,term_months,start_date,status
LOAN300597,CUST101168,Personal,17499.29,15.67,24,2017-07-23 02:48:31.024043798,Active
LOAN300598,CUST102660,Home,59368.21,18.89,120,2021-06-16 02:49:31.172742367,Restructured
LOAN300599,CUST102238,Business,115661.03,13.95,12,2021-12-23 04:25:32.666667223,Active
LOAN300600,CUST102336,Business,107656.25,14.38,48,2016-09-04 05:15:58.728618145,Active
LOAN300601,CUST104637,Business,56610.61,17.28,240,2018-07-20 16:04:42.639939547,Active
LOAN300602,CUST101811,Personal,56587.02,11.32,36,2023-09-02 15:37:11.575184107,Active
LOAN300603,CUST100996,Personal,20734.21,20.58,240,2023-02-19 11:15:26.511646271,Closed
LOAN300604,CUST102318,Vehicle,27279.83,16.84,84,2022-05-16 08:41:47.807294369,Active
LOAN300605,CUST104823,Business,74697.59,11.57,12,2019-11-14 13:30:06.302065134,Defaulted
LOAN300606,CUST103653,Student,69121.99,20.88,60,2025-05-03 14:28:46.234721899,Active
LOAN300607,CUST103904,Home,39722.22,7.95,48,2020-09-26 18:53:48.477308273,Closed
LOAN300608,CUST103725,Vehicle,8782.21,8.34,240,2017-07-10 02:18:46.177523136,Active
LOAN300609,CUST104653,Home,45731.12,24.48,36,2025-02-27 17:27:02.396612167,Closed
LOAN300610,CUST100036,Personal,36475.88,24.85,24,2017-07-04 10:15:16.487186909,Closed
LOAN300611,CUST104390,Home,58860.1,16.12,60,2024-01-26 03:13:24.117826939,Closed
LOAN300612,CUST100256,Business,68225.24,13.27,36,2018-07-23 23:34:45.367829561,Restructured
LOAN300613,CUST103690,Student,92965.79,14.92,24,2017-09-18 13:15:35.363592863,Closed
LOAN300614,CUST101646,Home,37015.05,22.94,120,2016-07-02 19:23:05.043435335,Closed
LOAN300615,CUST103992,Business,16358.82,20.74,48,2018-09-05 12:39:01.881238937,Active
LOAN300616,CUST104113,Student,168903.55,,84,2019-11-05 23:43:46.231787682,Active
LOAN300617,CUST103408,Business,8732.26,20.06,36,2021-07-27 16:09:01.583880186,Closed
LOAN300618,CUST103637,Home,72840.25,21.96,48,2020-11-25 21:33:33.320281506,Closed
LOAN300619,CUST102227,Vehicle,30051.97,24.3,12,2019-02-13 15:39:33.833221674,Closed
LOAN300620,CUST101580,Student,10495.09,9.16,36,2018-04-16 08:47:07.578722000,Closed
LOAN300621,CUST104485,Personal,21132.14,20.26,24,2023-01-06 00:52:09.259918690,Closed
LOAN300622,CUST103636,Home,59936.96,13.15,60,2023-04-15 17:27:14.410325289,Active
LOAN300623,CUST100540,Vehicle,22500.44,10.69,48,2021-07-17 01:04:06.582420826,Active
LOAN300624,CUST103055,Business,41566.23,17.97,60,2022-02-24 22:57:33.848806381,Closed
LOAN300625,CUST100974,Student,26949.34,19.68,60,2025-04-07 11:15:43.543304920,Active
LOAN300626,CUST104778,Vehicle,27158.59,20.52,48,2020-07-08 21:57:51.403876066,Active
LOAN300627,CUST104954,Business,55104.04,18.51,60,2016-08-20 00:26:27.443685770,Active
LOAN300628,CUST104368,Business,17074.35,22.25,60,2017-09-25 22:52:16.167711735,Active
LOAN300629,CUST103351,Business,44167.75,23.36,48,2022-01-24 11:41:28.033558130,Closed
LOAN300630,CUST103400,Student,11391.73,13.91,48,2025-05-01 11:10:58.932329178,Closed
LOAN300631,CUST102083,Student,36066.68,22.32,120,2018-10-21 01:36:53.486761570,Active
LOAN300632,CUST103329,Home,48994.82,8.36,240,2022-08-15 13:45:02.923637390,Active
LOAN300633,CUST102740,Vehicle,9192.92,9.65,36,2016-08-12 13:55:41.860945225,Closed
LOAN300634,CUST102713,Vehicle,63625.33,7.8,12,2024-03-02 10:34:33.451060772,Active
LOAN300635,CUST104782,Home,75455.44,16.52,24,2020-08-01 06:30:32.693722486,Active
LOAN300636,CUST101393,Personal,61148.42,13.86,12,2023-02-15 17:13:36.530789136,Restructured
LOAN300637,CUST104859,Home,98314.96,15.79,240,2023-03-29 16:41:03.877293587,Defaulted
LOAN300638,CUST101471,Student,109110.98,10.33,36,2018-02-11 07:12:32.599838257,Active
LOAN300639,CUST100093,Personal,22824.97,18.89,60,2021-12-01 13:02:32.552437782,Active
LOAN300640,CUST104002,Personal,96189.5,19.35,36,2019-12-25 16:15:57.894544363,Active
LOAN300641,CUST101136,Personal,11042.64,20.89,120,2022-04-10 03:46:31.644942522,Active
LOAN300642,CUST100417,Vehicle,31007.15,24.17,60,2022-08-12 06:16:04.504134893,Closed
LOAN300643,CUST100583,Student,33065.39,14.2,240,2026-03-24 09:54:46.906199217,Active
LOAN300644,CUST104149,Business,87390.86,14.64,60,2017-07-19 08:37:19.639366627,Closed
LOAN300645,CUST102019,Home,45265.85,14.7,48,2022-04-17 01:56:30.993231773,Active
LOAN300646,CUST101217,Student,61066.65,22.57,12,2026-01-21 03:59:08.912734509,Closed
LOAN300647,CUST100319,Vehicle,40276.68,11.94,120,2022-06-28 15:33:59.264796733,Closed
LOAN300648,CUST104485,Student,18957.65,9.5,120,2020-06-14 17:57:24.681239843,Active
LOAN300649,CUST103943,Student,12030.96,9.37,24,2021-08-12 02:11:41.435361385,Defaulted
LOAN300650,CUST104507,Student,11212.62,7.9,120,2022-11-19 14:34:18.301666737,Active
LOAN300651,CUST100258,Vehicle,18255.44,22.06,120,2021-12-27 00:57:32.709558249,Active
LOAN300652,CUST104012,Business,53687.06,10.42,48,2018-11-29 08:25:42.813818216,Active
LOAN300653,CUST103173,Business,49565.48,22.68,48,2017-10-13 08:52:27.022500515,Active
LOAN300654,CUST101014,Student,32725.95,17.34,12,2022-08-07 22:23:09.866617203,Closed
LOAN300655,CUST102415,Personal,29607.84,21.65,36,2022-09-21 17:01:14.446842670,Defaulted
LOAN300656,CUST102132,Vehicle,3539.45,22.19,24,2023-11-19 04:40:17.301114082,Active
LOAN300657,CUST104012,Home,27944.76,19.9,84,2017-09-07 12:15:57.902993679,Active
LOAN300658,CUST100170,Business,38667.61,17.08,60,2018-06-16 16:48:13.216960907,Defaulted
LOAN300659,CUST101777,Vehicle,129936.76,17.09,12,2021-03-26 21:32:47.170288563,Active
LOAN300660,CUST104105,Business,16047.51,18.36,36,2019-07-30 18:16:00.147348642,Closed
LOAN300661,CUST102623,Student,21364.14,19.01,48,2017-01-16 01:16:34.785207033,Active
LOAN300662,CUST103523,Student,47067.55,17.71,240,2018-01-20 15:19:52.408375978,Closed
LOAN300663,CUST102230,Vehicle,31007.64,23.04,24,2025-11-12 04:16:42.854906797,Closed
LOAN300664,CUST100906,Business,19416.43,15.74,240,2019-10-29 18:05:28.246957541,Active
LOAN300665,CUST104451,Home,96191.6,16.33,240,2018-06-28 10:34:57.480351686,Active
LOAN300666,CUST104336,Student,10902.44,,120,2022-11-02 08:05:38.293366671,Active
LOAN300667,CUST101372,Business,69160.1,14.63,240,2020-12-06 14:19:14.739910841,Closed
LOAN300668,CUST102310,Business,15150.74,11.38,12,2016-04-01 11:59:27.135150194,Active
LOAN300669,CUST104196,Business,22561.58,19.64,120,2022-12-19 19:25:14.759625912,Active
LOAN300670,CUST100351,Business,12058.94,17.38,12,2018-06-14 07:01:55.276803493,Closed
LOAN300671,CUST103588,Home,18814.38,9.81,240,2024-01-31 02:24:52.616199255,Active
LOAN300672,CUST101430,Vehicle,27229.48,20.28,24,2024-07-25 14:05:46.973585367,Active
LOAN300673,CUST100056,Home,58736.51,19.48,12,2018-04-21 13:14:41.776942492,Active
LOAN300674,CUST102735,Business,53053.42,13.43,120,2020-07-21 12:03:17.720755339,Closed
LOAN300675,CUST102454,Student,49434.81,20.05,84,2020-12-05 03:04:24.296013594,Active
LOAN300676,CUST102079,Student,6943.19,18.93,12,2026-03-21 19:03:23.294157505,Closed
LOAN300677,CUST101832,Personal,45005.96,12.75,120,2023-04-23 04:15:08.324291229,Closed
LOAN300678,CUST102440,Home,22766.8,10.77,84,2025-11-12 23:53:37.860690355,Active
LOAN300679,CUST103619,Vehicle,21013.82,15.55,120,2024-09-13 06:30:35.821663141,Active
LOAN300680,CUST104839,Home,40205.66,13.85,24,2023-04-11 01:10:32.708634853,Closed
LOAN300681,CUST103629,Home,12281.07,15.19,84,2016-05-12 17:15:45.323408365,Closed
LOAN300682,CUST104598,Vehicle,15950.55,12.66,36,2017-09-28 06:55:08.900993347,Active
LOAN300683,CUST101492,Business,44445.16,21.36,84,2016-01-10 19:24:46.740077972,Active
LOAN300684,CUST101901,Personal,45014.02,18.63,48,2020-07-31 18:56:50.063979864,Active
LOAN300685,CUST103055,Student,16466.96,11.36,120,2024-05-14 20:14:38.933609724,Defaulted
LOAN300686,CUST104835,Business,19665.69,,12,2022-11-13 08:41:53.953507423,Closed
LOAN300687,CUST104409,Personal,100637.57,8.43,48,2024-05-22 06:13:22.118192196,Active
LOAN300688,CUST104712,Student,32418.65,16.15,240,2019-02-21 12:10:00.565168381,Defaulted
LOAN300689,CUST101924,Business,6806.64,12.83,240,2018-08-27 08:47:48.110135078,Active
LOAN300690,CUST100945,Personal,24609.22,20.94,24,2020-09-13 04:28:50.641305685,Closed
LOAN300691,CUST104646,Vehicle,82099.16,7.68,12,2020-06-26 10:37:09.380843878,Closed
LOAN300692,CUST100201,Student,55859.24,24.77,12,2019-02-17 03:33:18.212104797,Active
LOAN300693,CUST104164,Student,25757.37,16.51,240,2020-09-10 20:12:48.327089071,Closed
LOAN300694,CUST103151,Student,81964.15,19.7,84,2018-06-12 10:29:23.879578352,Closed
LOAN300695,CUST100650,Home,56063.76,20.5,240,2021-01-08 22:06:59.034763813,Active
LOAN300696,CUST100443,Business,13509.38,22.15,84,2026-05-26 19:35:00.966090441,Active
LOAN300697,CUST103045,Business,105657.64,10.55,84,2023-01-26 16:44:22.246765852,Active
LOAN300698,CUST100229,Personal,39604.86,16.15,120,2019-10-10 08:46:55.629976511,Closed
LOAN300699,CUST104819,Personal,22579.4,14.76,48,2016-09-16 01:43:52.584294081,Active
LOAN300700,CUST102404,Business,2873.77,24.69,24,2025-04-17 01:38:57.079079866,Restructured
LOAN300701,CUST103694,Student,16433.65,21.28,36,2024-02-15 00:21:20.481731892,Active
LOAN300702,CUST102531,Student,60311.89,24.51,84,2020-12-08 06:09:15.170845747,Active
LOAN300703,CUST104906,Business,27702.15,20.86,60,2018-12-15 06:29:40.555962563,Closed
LOAN300704,CUST102234,Student,169570.03,14.02,120,2023-03-27 09:41:37.840623856,Active
LOAN300705,CUST104889,Home,21659.33,21.49,12,2023-12-26 05:32:00.692450047,Defaulted
LOAN300706,CUST104953,Business,81414.51,19.29,84,2023-04-03 19:30:51.993319750,Active
LOAN300707,CUST102576,Business,264720.69,12.51,240,2023-03-04 13:09:01.943354368,Active
LOAN300708,CUST104544,Personal,46399.06,17.32,48,2021-03-28 10:27:57.320029259,Active
LOAN300709,CUST100977,Student,70322.08,20.07,60,2020-08-29 07:42:49.926374435,Closed
LOAN300710,CUST102347,Vehicle,123939.47,16.56,12,2019-02-21 09:34:10.746781826,Closed
LOAN300711,CUST104587,Vehicle,12098.36,12.03,60,2016-05-30 03:25:48.849646807,Closed
LOAN300712,CUST104100,Business,97325.23,15.86,24,2019-07-07 13:53:04.995103359,Active
LOAN300713,CUST102573,Business,31308.15,10.7,60,2020-06-02 10:11:06.722313881,Active
LOAN300714,CUST104997,Business,10219.08,10.21,84,2016-07-14 02:58:25.034109831,Active
LOAN300715,CUST104224,Vehicle,17157.9,12.05,240,2017-06-10 15:04:56.588680267,Defaulted
LOAN300716,CUST102432,Business,7796.0,13.43,60,2022-09-10 01:37:05.122930288,Active
LOAN300717,CUST104730,Student,105447.01,17.21,240,2021-02-22 02:23:24.072839022,Closed
LOAN300718,CUST101713,Business,80279.71,9.45,120,2025-11-24 01:22:21.033253431,Active
LOAN300719,CUST101877,Home,191144.64,21.39,12,2019-11-23 18:45:34.464976072,Restructured
LOAN300720,CUST101797,Student,13532.4,14.72,48,2016-01-16 12:16:41.102275133,Active
LOAN300721,CUST104356,Personal,127633.46,22.28,84,2016-03-02 14:49:38.259679555,Closed
LOAN300722,CUST103433,Vehicle,62352.25,12.49,36,2023-07-18 19:06:49.261725425,Restructured
LOAN300723,CUST102153,Personal,63931.83,12.27,24,2018-11-30 06:00:04.966649771,Closed
LOAN300724,CUST103517,Personal,25985.32,19.98,84,2020-06-14 16:52:40.148768187,Active
LOAN300725,CUST101961,Business,46187.12,12.31,120,2023-04-30 09:17:23.635168791,Closed
LOAN300726,CUST104427,Home,94262.01,9.74,36,2024-07-28 15:28:17.145940542,Active
LOAN300727,CUST101920,Student,78152.75,10.19,240,2023-10-17 09:56:42.729606390,Active
LOAN300728,CUST101426,Home,20307.76,15.86,120,2023-02-13 10:20:23.340499878,Active
LOAN300729,CUST103708,Vehicle,48263.1,9.68,48,2025-07-25 05:16:00.514127731,Active
LOAN300730,CUST100937,Student,33468.5,18.98,60,2018-03-25 15:29:38.219088316,Active
LOAN300731,CUST104034,Home,20311.55,24.59,24,2018-03-21 03:46:40.908644199,Active
LOAN300732,CUST100936,Business,28067.83,17.8,120,2024-09-21 12:13:39.955185175,Closed
LOAN300733,CUST100217,Business,15498.55,8.39,36,2019-04-21 09:06:17.963423014,Active
LOAN300734,CUST102978,Vehicle,72797.5,12.22,24,2022-03-28 04:51:43.764247417,Closed
LOAN300735,CUST100004,Vehicle,14450.33,12.68,120,2022-08-25 17:58:41.205343246,Active
LOAN300736,CUST104597,Student,145207.6,13.67,84,2020-04-27 05:14:00.091187239,Active
LOAN300737,CUST104109,Vehicle,13985.33,13.38,84,2017-04-15 22:59:26.810480833,Restructured
LOAN300738,CUST101313,Business,19188.77,10.34,48,2022-01-29 18:27:20.864718437,Closed
LOAN300739,CUST104471,Home,26642.9,21.47,36,2024-12-10 17:18:53.916640759,Active
LOAN300740,CUST102515,Personal,51826.03,22.12,24,2019-12-06 11:30:39.026093483,Defaulted
LOAN300741,CUST102115,Home,59228.77,15.41,240,2025-12-23 05:19:52.320453882,Closed
LOAN300742,CUST104980,Vehicle,24525.89,11.96,36,2016-10-03 01:31:02.486340523,Active
LOAN300743,CUST100209,Vehicle,13495.69,17.98,36,2023-07-08 19:17:36.925992012,Active
LOAN300744,CUST102084,Personal,12882.91,22.37,60,2021-02-02 15:08:16.657007933,Closed
LOAN300745,CUST100119,Business,14949.33,16.72,240,2020-01-29 21:55:10.987125397,Active
LOAN300746,CUST102849,Student,37648.49,22.1,84,2021-05-11 12:42:27.411027431,Active
LOAN300747,CUST103613,Business,18776.08,24.09,12,2022-06-30 06:51:54.970082521,Active
LOAN300748,CUST100360,Personal,106243.0,20.43,84,2018-09-22 16:06:16.555038452,Active
LOAN300749,CUST101592,Home,52584.45,10.36,24,2021-11-17 19:22:28.870855808,Active
LOAN300750,CUST101509,Vehicle,11088.33,20.89,12,2019-05-26 06:10:49.160335302,Active
LOAN300751,CUST101858,Personal,65426.35,18.39,48,2025-09-13 21:42:27.539867878,Closed
LOAN300752,CUST100189,Personal,23033.08,18.77,60,2024-11-18 18:45:18.039144278,Closed
LOAN300753,CUST101262,Student,37854.02,15.56,12,2019-01-12 04:05:16.465157270,Defaulted
LOAN300754,CUST101607,Personal,23999.98,11.26,36,2025-11-12 22:11:24.324260950,Active
LOAN300755,CUST104284,Vehicle,11871.91,15.53,48,2024-10-06 09:23:13.314495564,Defaulted
LOAN300756,CUST100476,Vehicle,25641.49,17.54,240,2019-01-10 11:00:38.100062370,Closed
LOAN300757,CUST103407,Home,27635.85,9.39,48,2026-04-22 21:35:54.849167347,Active
LOAN300758,CUST104818,Student,7131.23,14.52,24,2016-02-17 16:34:06.518933296,Active
LOAN300759,CUST103990,Student,16019.73,9.19,48,2016-07-07 04:53:50.438791037,Closed
LOAN300760,CUST103824,Personal,33389.41,19.63,60,2018-07-12 22:09:06.290150166,Closed
LOAN300761,CUST100779,Business,59616.96,11.62,60,2018-01-03 02:20:43.187758923,Active
LOAN300762,CUST101731,Vehicle,23220.33,15.58,240,2023-08-09 01:02:49.973234892,Active
LOAN300763,CUST101272,Business,85416.86,,84,2023-12-08 06:41:57.957083941,Active
LOAN300764,CUST104016,Personal,14421.42,24.45,36,2016-12-05 20:34:14.320896387,Closed
LOAN300765,CUST101269,Personal,47815.48,23.49,36,2025-09-02 07:15:17.962723970,Closed
LOAN300766,CUST104098,Vehicle,15258.14,7.72,120,2025-10-29 04:03:07.763180017,Active
LOAN300767,CUST104645,Home,18115.22,9.45,240,2019-04-13 22:08:30.252361536,Restructured
LOAN300768,CUST102245,Vehicle,26089.03,23.78,24,2025-04-22 01:44:36.958271503,Closed
LOAN300769,CUST100241,Business,81660.53,24.63,240,2022-12-16 12:43:15.732280016,Active
LOAN300770,CUST102625,Personal,37542.64,19.42,84,2021-02-15 15:08:47.794872522,Closed
LOAN300771,CUST100588,Student,23325.67,19.03,240,2016-05-20 01:16:20.362384558,Active
LOAN300772,CUST102638,Personal,32301.19,8.07,84,2022-12-28 06:01:48.968305826,Active
LOAN300773,CUST103442,Home,61354.48,18.25,24,2017-11-06 21:48:03.278684616,Active
LOAN300774,CUST104566,Personal,7475.34,21.48,240,2019-03-05 17:24:25.138734579,Restructured
LOAN300775,CUST102321,Business,89878.94,20.08,240,2021-04-08 13:29:32.457017422,Defaulted
LOAN300776,CUST103672,Vehicle,37132.65,21.99,120,2018-02-01 16:20:09.786507607,Active
LOAN300777,CUST101713,Business,12276.49,9.84,12,2020-05-27 00:56:25.018050432,Defaulted
LOAN300778,CUST103249,Personal,14959.74,12.52,84,2020-09-05 02:33:39.013257027,Defaulted
LOAN300779,CUST101032,Home,43050.02,13.06,240,2016-06-01 11:33:29.567746639,Closed
LOAN300780,CUST104338,Vehicle,478686.4,21.03,12,2020-07-06 21:53:42.698231697,Closed
LOAN300781,CUST101906,Personal,31479.05,24.07,60,2018-03-01 14:35:13.075438499,Restructured
LOAN300782,CUST104920,Home,38520.51,19.78,240,2020-06-16 07:37:27.881175756,Closed
LOAN300783,CUST103635,Student,51703.42,7.81,84,2024-05-24 17:33:44.375033617,Active
LOAN300784,CUST103049,Vehicle,19569.64,14.86,60,2025-04-22 05:52:24.789079666,Restructured
LOAN300785,CUST103742,Business,5011.35,20.7,48,2018-10-11 19:44:28.515488386,Restructured
LOAN300786,CUST104598,Business,55518.65,22.41,60,2017-08-29 11:38:14.764606476,Restructured
LOAN300787,CUST100480,Home,67824.49,18.16,60,2023-01-06 22:01:13.590726852,Closed
LOAN300788,CUST102912,Personal,19129.85,9.61,36,2016-09-16 19:40:03.289166451,Active
LOAN300789,CUST102789,Business,17297.93,20.71,84,2025-05-11 02:25:00.275318146,Defaulted
LOAN300790,CUST100777,Student,55464.1,19.11,120,2019-10-13 06:13:35.935730219,Closed
LOAN300791,CUST103843,Personal,7554.68,22.07,240,2018-08-05 21:41:48.024727583,Active
LOAN300792,CUST100434,Business,4620.34,20.37,24,2025-04-02 18:17:39.197714806,Active
LOAN300793,CUST100343,Home,17678.85,19.26,36,2017-04-18 09:01:05.775161743,Active
LOAN300794,CUST102110,Business,80876.72,22.12,48,2018-05-17 17:53:44.023415565,Active
LOAN300795,CUST100643,Personal,57489.23,11.53,24,2026-05-18 12:50:12.487597466,Active
LOAN300796,CUST101017,Vehicle,34221.75,9.25,48,2025-09-13 01:24:48.862272263,Closed
LOAN300797,CUST103096,Vehicle,48310.07,18.6,60,2021-02-19 08:28:32.207728386,Defaulted
LOAN300798,CUST101784,Personal,93049.05,15.57,120,2025-09-23 04:34:41.620753527,Active
LOAN300799,CUST101230,Home,133622.25,16.44,120,2023-05-19 02:32:29.674674988,Active
LOAN300800,CUST103970,Home,32145.63,11.55,24,2024-12-14 07:58:46.093503237,Active
LOAN300801,CUST101371,Personal,39119.84,18.76,60,2024-04-01 18:00:32.111062050,Active
LOAN300802,CUST101496,Student,24287.56,8.41,24,2019-12-16 01:21:51.146855831,Active
LOAN300803,CUST100003,Home,69561.77,13.73,48,2024-03-27 22:15:23.214011669,Active
LOAN300804,CUST101655,Business,24146.31,15.93,60,2021-08-30 07:45:09.503494740,Active
LOAN300805,CUST101783,Student,76990.02,22.52,48,2025-06-22 12:56:42.449773073,Active
LOAN300806,CUST100858,Vehicle,57508.23,,60,2019-01-10 05:15:41.880198956,Closed
LOAN300807,CUST104491,Vehicle,58671.08,20.95,36,2026-05-20 00:32:23.766230106,Closed
LOAN300808,CUST101477,Personal,7295.52,19.38,84,2024-11-30 09:41:01.368242741,Closed
LOAN300809,CUST104194,Home,12264.57,11.64,36,2023-12-23 15:07:55.106371880,Closed
LOAN300810,CUST100159,Vehicle,28367.07,15.99,240,2025-11-30 16:10:49.298572063,Active
LOAN300811,CUST102934,Business,47348.88,7.87,120,2016-09-09 02:09:44.284641743,Active
LOAN300812,CUST101605,Personal,53655.88,22.22,24,2019-09-01 08:22:48.393071175,Closed
LOAN300813,CUST102386,Business,43225.74,12.08,84,2025-03-10 05:53:31.882832289,Active
LOAN300814,CUST100520,Personal,109210.2,21.61,12,2018-03-22 22:59:04.158735991,Active
LOAN300815,CUST104101,Personal,65695.49,11.69,48,2025-08-10 14:19:58.057666540,Closed
LOAN300816,CUST101140,Vehicle,154180.71,8.05,84,2016-12-22 03:35:16.993822336,Closed
LOAN300817,CUST101934,Personal,17982.2,7.58,12,2023-05-18 18:15:46.507606506,Active
LOAN300818,CUST104614,Student,108327.9,,48,2022-05-16 20:52:08.942206144,Closed
LOAN300819,CUST102109,Student,41368.86,8.86,120,2018-10-18 11:40:19.158319712,Active
LOAN300820,CUST101236,Vehicle,228453.29,8.46,84,2024-06-16 00:13:47.431419849,Closed
LOAN300821,CUST101267,Home,135328.49,7.71,36,2017-02-21 19:49:08.191259623,Active
LOAN300822,CUST102716,Personal,165075.05,8.2,36,2020-06-29 23:52:50.007393360,Active
LOAN300823,CUST102209,Student,197029.95,10.29,60,2025-01-27 07:19:16.599740505,Closed
LOAN300824,CUST100438,Vehicle,22190.64,12.74,36,2025-04-04 01:45:27.840770483,Active
LOAN300825,CUST104479,Vehicle,40475.16,20.52,24,2018-07-28 18:40:01.983070612,Active
LOAN300826,CUST103146,Vehicle,44170.92,11.94,12,2024-04-14 16:20:35.812216282,Active
LOAN300827,CUST100268,Personal,30116.87,11.28,12,2017-05-20 11:24:26.613271475,Active
LOAN300828,CUST100484,Student,9000.23,14.29,120,2018-06-11 11:28:41.605812788,Active
LOAN300829,CUST104205,Home,86414.17,16.61,84,2018-05-16 14:20:52.694125175,Active
LOAN300830,CUST100896,Student,58993.81,22.1,36,2018-06-14 18:53:50.819647551,Active
LOAN300831,CUST100286,Business,164150.51,8.78,120,2020-09-19 09:45:14.091707706,Active
LOAN300832,CUST100981,Personal,94989.36,19.58,24,2021-02-05 23:28:29.606683969,Active
LOAN300833,CUST101133,Home,38335.19,22.35,24,2025-04-25 08:46:33.308568478,Defaulted
LOAN300834,CUST104495,Student,24576.77,18.64,12,2025-06-01 13:22:55.978308678,Restructured
LOAN300835,CUST102847,Home,6246.35,14.37,84,2023-04-12 00:34:36.277811527,Restructured
LOAN300836,CUST103804,Home,89384.64,22.15,36,2025-05-12 12:31:20.860234022,Defaulted
LOAN300837,CUST104278,Home,20076.26,23.06,48,2018-03-05 04:26:51.297641754,Closed
LOAN300838,CUST100029,Business,20195.87,22.92,12,2019-06-05 16:48:29.682099819,Active
LOAN300839,CUST102711,Home,52794.16,8.73,84,2023-09-25 05:21:06.779207945,Closed
LOAN300840,CUST103304,Vehicle,41724.27,17.17,24,2018-04-27 13:12:59.287024498,Defaulted
LOAN300841,CUST100613,Vehicle,2971.9,9.07,240,2019-11-22 04:01:45.846390724,Closed
LOAN300842,CUST101950,Vehicle,22126.8,8.69,60,2025-04-15 09:36:12.223618031,Active
LOAN300843,CUST101098,Business,78414.75,9.67,24,2022-05-24 18:49:32.921611547,Active
LOAN300844,CUST103837,Home,62396.48,9.55,120,2021-08-06 07:59:25.530925512,Restructured
LOAN300845,CUST100014,Student,54146.3,20.23,120,2016-09-08 01:38:00.672694445,Closed
LOAN300846,CUST102641,Vehicle,23573.87,7.51,120,2023-05-30 13:16:49.206372499,Defaulted
LOAN300847,CUST100939,Business,30711.73,10.58,36,2020-07-29 08:15:02.279922009,Active
LOAN300848,CUST103117,Vehicle,14977.96,18.36,12,2016-06-09 14:16:59.272240162,Closed
LOAN300849,CUST101269,Vehicle,24317.22,13.69,48,2026-04-30 16:17:17.002167940,Active
LOAN300850,CUST100313,Student,47512.08,18.1,12,2023-04-24 22:35:19.251132011,Closed
LOAN300851,CUST100794,Personal,21228.74,21.83,12,2020-11-17 11:17:21.423342943,Defaulted
LOAN300852,CUST102712,Business,18806.75,13.17,60,2021-06-28 23:34:40.649168730,Active
LOAN300853,CUST102335,Vehicle,47681.02,23.13,120,2018-07-26 12:15:17.118180752,Closed
LOAN300854,CUST102266,Vehicle,20675.62,24.63,48,2025-04-18 22:08:38.634956121,Closed
LOAN300855,CUST101987,Student,13590.9,9.95,36,2026-03-08 16:20:24.939100027,Active
LOAN300856,CUST103673,Home,13552.17,13.64,60,2024-05-12 11:37:08.428650856,Active
LOAN300857,CUST102074,Home,48315.06,10.33,24,2022-02-20 18:39:50.131581783,Closed
LOAN300858,CUST104398,Business,104842.1,17.7,48,2023-04-13 10:40:10.478013992,Restructured
LOAN300859,CUST100515,Vehicle,46835.78,10.31,36,2025-09-20 13:06:02.152307034,Active
LOAN300860,CUST104061,Student,19067.64,10.36,240,2023-06-03 03:50:43.924228668,Defaulted
LOAN300861,CUST103482,Student,57824.95,19.4,12,2024-07-02 21:14:21.720836639,Closed
LOAN300862,CUST103516,Personal,865142.69,,12,2021-08-02 10:51:53.749949694,Active
LOAN300863,CUST103437,Student,18514.41,16.17,120,2020-01-01 12:21:03.545013428,Restructured
LOAN300864,CUST100399,Business,28624.14,19.96,36,2022-11-23 06:33:35.210605621,Restructured
LOAN300865,CUST101419,Student,123439.91,,48,2024-03-07 06:16:16.084371805,Active
LOAN300866,CUST101052,Student,18078.54,11.64,48,2018-01-14 15:16:18.424323797,Active
LOAN300867,CUST102745,Business,60024.56,17.83,60,2022-05-03 03:33:19.751248837,Active
LOAN300868,CUST104977,Business,35137.73,21.93,24,2024-03-30 09:07:43.687207937,Active
LOAN300869,CUST104042,Student,59193.07,,240,2016-08-11 22:48:53.318899870,Closed
LOAN300870,CUST101726,Student,10888.43,15.44,84,2018-03-01 12:01:35.871257305,Closed
LOAN300871,CUST102784,Business,16101.66,24.39,12,2017-04-16 17:37:40.865063906,Active
LOAN300872,CUST103779,Personal,15625.86,8.58,12,2024-10-30 03:31:29.541763783,Active
LOAN300873,CUST103734,Vehicle,157647.94,23.07,24,2024-12-06 01:44:21.646052361,Active
LOAN300874,CUST102203,Home,40822.47,9.96,120,2023-12-28 21:01:03.268980503,Active
LOAN300875,CUST104681,Student,126321.33,24.19,240,2016-01-15 08:25:32.182486057,Defaulted
LOAN300876,CUST100262,Business,23392.35,12.86,36,2016-03-11 02:15:03.163820744,Closed
LOAN300877,CUST100726,Personal,77712.06,12.03,120,2020-04-24 13:14:34.751628637,Defaulted
LOAN300878,CUST102235,Business,26321.77,13.61,240,2024-12-23 08:43:35.798918486,Closed
LOAN300879,CUST100893,Business,43520.33,23.06,24,2025-10-22 08:58:51.361397743,Active
LOAN300880,CUST101901,Vehicle,32541.27,8.21,60,2016-01-29 18:02:47.511983871,Defaulted
LOAN300881,CUST101201,Student,41399.36,18.75,84,2021-09-06 15:08:21.980990410,Defaulted
LOAN300882,CUST103487,Home,60451.38,22.06,48,2022-04-14 04:16:46.484533548,Active
LOAN300883,CUST100780,Business,68605.33,14.75,84,2018-03-10 07:09:07.885519266,Active
LOAN300884,CUST102145,Home,10552.24,16.92,48,2022-10-01 04:47:09.635477304,Active
